date,site_id,influent_bod,influent_cod,influent_tss,effluent_bod,effluent_cod,effluent_tss,nh4,no3,po4,flow_m3d,temperature_c,aeration_kwh,energy_kwh
2019-10-20,WWTP_03,24.69,107.01,71.35,3.49,24.33,19.28,1.9,6.02,0.92,4704.76,-0.61,171.72,2550.28
2019-10-21,WWTP_03,25.44,94.96,69.0,2.98,19.52,17.23,1.22,1.62,0.17,2872.24,1.77,188.48,1480.64
2019-10-22,WWTP_03,24.59,108.23,69.95,3.23,23.62,18.3,1.89,2.08,-0.11,4000.06,6.2,76.34,2047.32
2019-10-23,WWTP_03,22.85,99.87,70.44,3.3,22.98,19.22,1.3,5.62,0.37,4498.31,-0.32,72.61,2213.93
2019-10-24,WWTP_03,20.56,112.26,75.27,1.96,20.87,17.4,1.23,6.22,0.25,2436.66,2.28,157.66,1258.7
2019-10-25,WWTP_03,23.86,97.64,64.38,2.58,19.26,15.57,0.12,6.17,1.04,2925.42,2.53,70.43,1563.65
2019-10-26,WWTP_03,23.63,91.43,71.09,2.7,18.53,17.56,0.41,1.67,1.1,4821.66,1.96,112.05,2726.56
2019-10-27,WWTP_03,22.65,111.84,65.33,3.27,25.7,17.81,1.42,0.96,1.14,4299.79,-0.11,122.2,2159.8
2019-10-28,WWTP_03,19.94,105.59,66.31,2.88,24.29,18.09,-0.3,1.26,1.11,4845.73,3.0,114.04,2419.16
2019-10-29,WWTP_03,23.22,94.45,71.74,2.06,17.0,16.18,2.03,1.84,1.06,1094.01,-0.09,102.87,622.51
2019-10-30,WWTP_03,22.3,94.65,66.19,1.88,16.65,,2.0,3.08,0.1,2082.89,0.34,178.1,1077.77
2019-10-31,WWTP_03,27.7,100.36,67.8,3.38,21.07,17.21,2.07,5.99,-0.08,3066.61,0.95,181.53,1574.01
2019-11-01,WWTP_03,19.09,103.45,73.13,1.67,18.5,16.41,0.89,2.0,0.35,4839.37,0.82,128.01,2600.94
2019-11-02,WWTP_03,18.3,97.47,74.81,2.42,21.34,19.62,1.19,4.7,1.0,4527.95,0.8,193.75,2437.67
2019-11-03,WWTP_03,27.26,95.15,73.04,3.53,20.6,18.99,1.62,5.55,0.73,2954.24,6.22,67.09,1519.86
2019-11-04,WWTP_03,22.03,102.97,71.1,1.58,16.94,14.99,1.39,3.84,0.08,4913.83,0.72,124.07,2554.4
2019-11-05,WWTP_03,26.23,112.85,73.07,1.6,17.48,14.75,1.13,6.56,1.49,1466.18,3.73,177.43,666.21
2019-11-06,WWTP_03,23.34,98.17,71.9,2.32,18.6,16.86,1.94,2.05,0.53,4757.92,-1.15,116.08,2398.54
2019-11-07,WWTP_03,27.93,103.66,70.82,1.91,16.73,14.73,1.1,2.81,0.93,3870.89,5.61,133.71,1969.29
2019-11-08,WWTP_03,21.43,96.79,74.19,2.55,20.05,18.63,1.1,2.09,1.32,1341.48,5.3,142.38,794.63
2019-11-09,WWTP_03,22.15,91.65,70.64,1.11,13.3,13.61,-0.2,0.98,1.23,1797.85,4.65,59.12,915.94
2019-11-10,WWTP_03,20.48,106.37,75.83,2.58,22.72,19.51,1.06,6.39,1.22,2292.76,4.35,77.56,1147.1
2019-11-11,WWTP_03,21.69,101.99,70.93,1.28,15.63,14.21,2.17,0.88,0.63,1098.62,4.69,186.3,655.33
2019-11-12,WWTP_03,23.61,100.33,69.04,,,13.64,1.55,6.07,0.47,1172.85,3.33,51.51,688.47
2019-11-13,WWTP_03,24.1,94.24,75.69,3.18,20.61,19.84,2.23,4.71,1.29,3160.26,5.33,112.14,1698.35
2019-11-14,WWTP_03,24.31,105.24,77.53,3.64,24.7,21.49,-0.06,2.1,0.17,2019.04,1.97,113.08,983.4
2019-11-15,WWTP_03,24.49,113.97,77.91,1.65,18.29,16.14,0.92,4.76,1.49,4358.5,2.44,113.9,2185.84
2019-11-16,WWTP_03,24.64,104.17,71.92,2.42,19.62,16.79,2.18,3.38,1.57,3316.88,4.52,91.19,1697.38
2019-11-17,WWTP_03,25.45,98.22,69.14,1.34,14.47,13.46,0.77,4.56,0.92,3241.89,3.27,187.2,1715.46
2019-11-18,WWTP_03,27.11,100.73,72.71,2.59,18.74,16.81,2.26,4.72,1.28,3614.24,3.14,122.6,1876.46
2019-11-19,WWTP_03,21.79,106.71,68.12,2.49,21.66,16.84,0.32,1.63,1.44,4990.6,4.07,74.62,2554.39
2019-11-20,WWTP_03,23.01,93.76,71.38,,,,0.41,5.65,1.11,3539.81,6.64,195.43,1943.79
2019-11-21,WWTP_03,22.85,98.78,69.3,2.43,19.33,16.66,1.37,4.16,0.47,3169.78,5.38,193.82,1838.29
2019-11-22,WWTP_03,21.64,96.77,72.39,3.2,22.55,19.95,0.36,4.44,1.11,1809.91,3.44,142.02,1100.8
2019-11-23,WWTP_03,27.48,96.43,69.67,3.87,21.87,18.79,0.22,5.43,1.53,3442.99,2.72,157.38,1799.8
2019-11-24,WWTP_03,25.73,95.1,69.94,3.7,21.82,19.04,0.4,1.83,1.49,1561.07,10.57,131.52,1007.05
2019-11-25,WWTP_03,23.44,98.72,71.75,3.07,21.52,18.76,1.37,5.26,0.85,2736.95,4.96,108.1,1432.07
2019-11-26,WWTP_03,25.15,108.03,74.61,2.72,21.31,18.05,0.72,3.95,0.11,1183.72,6.16,125.63,709.63
2019-11-27,WWTP_03,23.23,106.24,70.34,2.16,19.53,16.12,1.39,6.25,1.65,3032.63,6.1,101.78,1909.8
2019-11-28,WWTP_03,25.11,102.93,76.2,1.47,15.7,15.21,1.57,6.21,0.22,4421.34,4.8,78.46,2339.83
2019-11-29,WWTP_03,20.34,100.56,75.17,2.32,20.37,18.56,1.08,7.08,1.31,4588.82,7.86,115.81,2362.33
2019-11-30,WWTP_03,21.35,99.41,73.33,2.63,20.94,18.66,0.15,3.81,1.39,1098.65,8.12,85.54,654.6
2019-12-01,WWTP_03,26.4,108.68,68.87,3.51,23.88,18.12,1.49,4.14,1.23,2765.44,9.87,100.8,1388.27
2019-12-02,WWTP_03,22.97,100.41,71.67,2.65,20.46,17.78,0.15,2.38,1.27,2301.88,10.04,137.18,1383.05
2019-12-03,WWTP_03,24.02,104.31,69.58,2.16,18.87,15.75,1.85,3.18,0.93,3763.68,6.8,113.2,2036.13
2019-12-04,WWTP_03,25.49,104.24,70.69,3.22,22.29,18.2,1.48,7.05,1.52,2618.07,6.08,129.88,1361.53
2019-12-05,WWTP_03,24.72,97.32,70.0,3.48,22.06,18.87,1.39,2.61,0.94,4341.45,10.88,142.37,2379.27
2019-12-06,WWTP_03,28.83,91.73,73.01,3.0,17.76,17.41,0.58,5.17,0.89,1413.2,8.32,183.14,748.53
2019-12-07,WWTP_03,28.22,107.44,75.16,2.97,20.92,18.0,1.77,1.68,0.89,2183.97,5.01,98.93,1201.24
2019-12-08,WWTP_03,20.67,102.04,75.89,1.56,17.15,16.26,2.28,3.26,0.73,2426.22,11.17,134.82,1230.74
2019-12-09,WWTP_03,27.58,89.57,71.84,2.75,17.01,16.87,2.41,2.99,1.54,3576.97,6.52,53.05,1737.6
2019-12-10,WWTP_03,22.97,94.44,69.02,2.59,19.03,16.97,0.96,5.17,0.36,4383.93,9.25,177.91,2506.23
2019-12-11,WWTP_03,23.19,116.98,75.58,1.23,17.28,14.74,1.77,6.05,0.23,1642.86,10.0,159.98,818.0
2019-12-12,WWTP_03,20.65,109.11,68.16,2.71,23.82,17.84,1.76,2.54,0.21,2321.43,10.71,58.24,1192.1
2019-12-13,WWTP_03,25.24,96.13,71.11,3.77,22.53,19.69,2.68,5.47,0.73,2881.73,10.13,89.98,1658.1
2019-12-14,WWTP_03,22.25,103.27,73.41,1.47,16.46,15.13,0.53,2.83,0.18,1563.25,10.26,61.65,926.81
2019-12-15,WWTP_03,26.07,101.2,75.35,1.83,16.52,15.81,1.11,6.21,0.57,2314.37,11.46,66.19,1207.11
2019-12-16,WWTP_03,25.67,89.6,74.48,1.39,13.31,14.59,1.09,6.26,1.59,2742.43,13.69,186.93,1490.13
2019-12-17,WWTP_03,23.47,108.58,72.39,2.17,19.89,16.54,2.35,2.75,1.48,3384.65,12.94,184.0,1846.86
2019-12-18,WWTP_03,22.66,101.32,69.88,1.69,16.94,14.92,1.93,5.13,1.06,4373.76,10.76,73.32,2107.34
2019-12-19,WWTP_03,22.19,107.71,72.19,3.27,25.05,19.87,0.53,5.78,0.9,4459.16,7.56,154.2,2396.34
2019-12-20,WWTP_03,24.83,104.47,74.04,2.03,18.13,16.25,0.91,4.32,1.63,1669.69,11.15,156.84,825.14
2019-12-21,WWTP_03,26.55,103.32,72.63,2.1,17.69,15.78,0.9,5.66,0.47,1223.92,10.65,68.15,689.17
2019-12-22,WWTP_03,26.8,100.87,76.65,2.43,18.32,17.41,1.58,7.42,1.47,3922.17,12.56,120.05,2021.05
2019-12-23,WWTP_03,25.1,105.95,71.65,3.15,22.58,18.4,0.68,6.91,1.16,4445.45,9.55,174.67,2435.83
2019-12-24,WWTP_03,21.89,94.71,69.02,2.62,19.68,17.38,1.53,3.3,0.85,4199.79,11.92,120.35,2307.42
2019-12-25,WWTP_03,24.98,106.73,75.99,2.37,19.77,17.52,2.54,2.43,0.82,3153.01,16.7,171.69,1811.25
2019-12-26,WWTP_03,24.32,97.39,72.41,1.8,16.23,15.42,0.63,4.93,0.35,2425.67,15.8,110.7,1535.14
2019-12-27,WWTP_03,22.63,102.64,75.49,1.47,16.26,15.49,0.79,2.05,1.84,3107.0,13.59,130.68,1614.8
2019-12-28,WWTP_03,27.71,108.03,73.66,2.29,18.85,16.23,0.82,2.7,0.61,4066.85,13.1,188.06,2073.68
2019-12-29,WWTP_03,25.42,111.27,77.71,3.19,23.71,19.96,0.58,7.56,0.59,1793.6,9.97,120.87,978.99
2019-12-30,WWTP_03,25.69,103.02,70.74,2.1,17.87,15.52,1.04,4.49,1.23,4554.37,12.83,123.39,2361.35
2019-12-31,WWTP_03,24.8,107.04,72.95,3.64,24.83,20.04,1.69,3.76,1.73,3408.62,14.65,118.09,1814.62
